story_num,story_version,abstract,variant_group
330,s330,"Nobleman catches dwarf with beard an ell long; would exhibit him. Nobleman's son liberates dwarf, and is sentenced to death. Servant spares him; kills dog instead-- Menial hero (scullion to a nobleman)-- Magic clothes [magic dress] from grateful dwarf-- Master's daughters fall in love with hero-- Happy marriage-- Father invited to wedding; hero makes himself known; father kills himself.",E
331,s331,"Outcast hero-- Menial hero (cow-herd at inn); has nothing to eat-- Helpful animal (cow)-- Cornucopia. Magic food-producing cloth in cow's right horn, which screws off-- Spy on hero-- Slaying of helpful animal proposed-- Hero flight [heroine flight] on cow, who spreads out wings-- Dragon, cow's enemy, dwells in hollow tree. Hero stops hole with dry grass, sets fire to grass, and dragon perishes-- Hero and cow live many years in hill. Hero must try to pull up tree, roots and all. He cannot; must wait seven years. [Tale passes into variant of Grimm's ""How Six Men got on in the World"", and of ""Shepherd Paul"" in Magyar Tales.]",E
332,s332,"Ill-treated hero (by stepmother)-- Helpful animal (bull)-- Hero strokes bull's back, and gets food-- Spy on hero-- Slaying of helpful animal and boy proposed-- Bull tosses stepmother into fire intended for bull's destruction-- Hero flight [heroine flight] on bull through three forests of apple-trees; hero's longing for apples causes to appear trolls (1) three-headed, (2) six-headed, (3) nine headed; bull fights trolls, winning from them (1) horse, (2) spade and shovel, (3) bag of mist. Bull bids boy bury him with spade and shovel at foot of two hills, and return in two years' time to dig him up, bringing with him bowl of water, bowl of blood, and bowl of milk-- Menial hero (stable-boy at castle)-- Magic clothes [magic dress] and steeds-- Hero thrice rides up glass mountain; receives silver apple and gold apple from princess, and third time kisses her-- Threefold flight from competitors, who surround hero; bag of mist hides them-- Trophy marriage tests-- Impostors bring sham silver and gold apples, and tear their coat-tails. Hero throws trophy apples to princess, who fits into his coat the piece of cloth she had torn from it-- Recognition-- Happy marriage-- Hero digs up bull, cuts off its head, washes it in water, blood, and milk, lays it at tail; whereupon prince springs forth, brother to princess. He had been transformed by stepmother.",E
333,s333,"Peasant's younger son called Cendrillot, because stupid. Elder son, journeyman cobbler, refuses cake to ants; will not replace fish in water, or settle dispute of fighting devils. Returns home having accomplished nothing-- Hero sets out with healing water and a loaf, feeds the ants, throws fish hack into water, and separates fighting devils. Reaches town where princess is dying. Whosoever can cure may wed her. Hero cures princess with healing water; but must perform Tasks to win her. Grateful beasts: ants separate poppy-seeds from ashes, fish fetches pearl, devils pick rose from Lucifer's garden-- Happy marriage.",E
334,s334,"Hero, in giant's service, must clean stable of ox-[Helpful animal]-- Giant killed-- Hero flight [heroine flight] on ox through brass, tin, and silver forests. Hero plucks leaves, causing three giants to appear. Ox kills two giants, is wounded by the third; bids boy not name him; but boy does so, whereupon ox loses all power, and is slain together with hero by third giant.",E
335,s335,"Menial hero (cow-herd)-- Fairy aid in dream-- Menial hero (gardener to emperor)-- Princess as prize to anyone who discovers how twelve princesses wear out shoes-- Laurel branches from fairy, planted by hero, become wishing-trees-- Hero, rendered in visible, accompanies twelve princesses to their revels-- Magic clothes [magic dress] from laurels-- Happy marriage.",E
336,s336,"Menial hero (shepherd)-- Mistress starves hero-- Helpful animal (ox)-- Ear cornucopia-- Spy on hero-- Slaying of helpful animal proposed. Hero strikes mistress instead of ox-- Hero flight [heroine flight] on ox-- Princess on mountain will give tin twig to man whom she does not like, silver and gold twigs to one she loves. Hero alone can ride up mountain; receives gold twig--Happy marriage.",E
337,s337,"Simultaneous birth of hero and foal, and death of mother and mare; the foal to belong to hero. Sultan, hero's father, marries again; boy pets foal. Ill-treated hero. Stepmother conspires with Jew-lover to poison him-- Helpful animal-- Counselled by foal, hero throws food to cat, which dies-- Stepmother feigns illness; Jew, as doctor, orders heart of foal as cure-- hero flight [heroine flight] on helpful animal-- Hero disguise (beggar's rags)--Menial hero (drives ox which turns water-wheel in king's garden)-- Hero summons horse by setting light to one of horse's hairs; dons own clothes, and gallops round garden. King's youngest daughter sees, and falls in love with him. Hero returns to water-wheel. Gardener would thrash him, because of havoc done; princess forbids punishment-- Princesses to choose husbands; all men to pass beneath their castle. Youngest princess will not make choice till man from water-wheel is called. She throws her kerchief to him. Wedding of six sisters celebrated. King angry with youngest; shuts her up with husband; falls ill; only milk of virgin bear in skin of virgin bear will cure him. Six sons-in-law sent in quest of it; hero procures it with aid of magic horse, brands the six sons-in-law, and gives them milk of old bear. Doctors say this is useless. Hero's bride takes milk which cures king-- War breaks out; hero on magic horse slays the enemy. King puts ring on finger of unknown champion, and binds his wound with royal kerchief-- Hero's bride shows ring and kerchief to king-- Recognition-- Happy marriage-- Villain Nemesis-- Jew and stepmother burned.",E
338,s338,"Peasants' two elder sons, sent to mind vines, refuse cake to toad, and fall asleep. Vines are trampled down. Despised youngest son, called Aschenbr_del, asks to guard vines; gives cake to Helpful animal (toad), and receives copper, silver, gold switches with which to tame the copper, silver, gold horses that trample vines-- Princess as prize to anyone who can reach (1) rosemary on top of fir-pole, (2) gold apple on higher pole, (3) silk kerchief on highest pole-- magic armour [magic dress], copper, silver, golden-- Hero performs feats on copper, silver, gold horses-- Fence, stable, and roof pulled down, because hero tells brother he saw stranger knight thence-- Trophy marriage tests-- Happy marriage.",E
339,s339,"Ill-treated hero (by father's wives)-- hero flight [heroine flight] on ox-- Ox fights and overcomes bull -- Ear cornucopia-- -- Ox killed by dun cattle. Hero breaks off horns as food-supply-- Enters house in village and gives owner food from horns. Owner of house steals magic horns, substituting others. Hero starts off next morning; discovers trick, and returns to recover magic horns, which will not serve thief-- Hero turned away from another house, because ragged-- Magic clothes [magic dress] from horns-- Hero stays in house, where is beautiful daughter; horns provide for house hold-- Happy marriage-- Hero and bride visit father-- Magic residence from horns.",E
340,s340,"Dying father bids three sons watch in turn on his grave-- Elder brothers make despised hero watch in their stead-- Dead father help at grave-- Hero receives three switches, a ball of thread, and directions from dead father-- Princess as prize to anyone who can twice ride to fourth storey of castle-- Brothers go to contest, leaving hero to mind pigs and heat oven-- Magic attire [magic dress] and gold horse from oak-tree, when struck with switches-- Hero twice reaches fourth storey, receiving kerchief and ring from princess is shot in the foot on way home-- Search for lame man; ragged hero taken to princess. Hero fetches magic dress and steed; displays trophies-- Happy marriage.",E
341,s341,"Dying father bids three sons watch in turn on his grave-- Elder brothers bribe despised hero to watch in their stead-- Dead father help at grave-- Hero receives bridle, thong, and Spanish staff-- Princess as prize to anyone who can ride up face of rock-- Brothers go to contest, leaving hero to mind house-- magic armour [magic dress] and steed from treasure-trees-- Hero twice reaches rock summit; princess tries to kiss him; he escapes her-- Guards stationed to intercept hero; he belabours them with thong and escapes, but is wounded in foot. King's handkerchief used lot bandage-- Search for wounded man; messengers find kin handkerchief on hero, who is taken to princess-- He must prove his valour by slaying serpent that devours the flocks; kills serpent with Spanish staff. Princess still dissatisfied. Hero fetches magic armour [magic dress] and steed--Recognition--Happy marriage.",E
